Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,transistor_density,gflops_per_watt,process_generation
2287,ATI Radeon X1950 PRO,GPU,2006-10-01,80.0,66.0,230.0,330.0,575.0,TSMC,ATI,2869.0912131776336,73.20362644842582,14.995043956297346,1.434782608695652,1.109145855279179,0
2288,Intel HD Graphics 620,GPU,2016-08-30,14.0,15.0,153.9689424551268,4939.999999999999,300.0,Intel,Intel,768.0,384.0,96.0,32.08439261339817,25.6,3
2289,AMD Radeon RX 580 OEM,GPU,2016-06-29,14.0,150.0,232.0,5700.0,1120.0,GF,AMD,5834.0,5834.0,364.6,24.56896551724138,38.89333333333333,3
2290,XGI Volari Duo V5 Ultra,GPU,2003-09-15,130.0,34.007253212677185,86.11851581777293,90.0,350.0,UMC,Other,622.0799999999997,28.425369058060898,70.74683618497639,1.0450714244825154,0.8358619521633261,0
2291,AMD Radeon 550X Mobile,GPU,2018-04-11,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1647.0,1647.0,103.0,21.359223300970875,32.94,3
2292,NVIDIA GeForce GT 630M,GPU,2012-03-22,40.0,33.0,116.0,585.0,660.0,TSMC,NVIDIA,608.1657642029081,253.4,21.12,5.043103448275862,7.678787878787879,0
2293,ATI Mobility Radeon 9200,GPU,2003-03-01,150.0,22.411025676368375,81.0,36.0,250.0,UMC,ATI,2182.485688702577,631.6151526264993,235.77936300509577,0.4444444444444444,28.183232742110274,0
2294,ATI FireGL X3-256,GPU,2004-08-03,130.0,57.0,281.0,160.0,491.0,TSMC,ATI,725.76,72.73651142596796,76.228477336959,0.5693950177935944,1.2760791478239992,0
2295,NVIDIA Quadro FX 1500M,GPU,2006-04-18,90.0,45.0,196.0,278.0,375.0,TSMC,NVIDIA,849.5999999999993,33.42746061517005,84.70292712709504,1.4183673469387754,0.74283245811489,0
2296,NVIDIA GeForce 9200,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,384.3166597539692,38.4,11.178113743041147,1.6535433070866141,0.96,0
2297,NVIDIA Quadro FX 4600 SDI,GPU,2007-03-05,90.0,154.0,484.0,681.0,500.0,TSMC,NVIDIA,405.65931577149604,230.4,51.61918349464913,1.4070247933884297,1.4961038961038962,0
2298,NVIDIA Quadro T1000 Mobile,GPU,2019-05-27,12.0,50.0,200.0,4700.0,1395.0,TSMC,NVIDIA,5215.0,2607.0,81.48,23.5,52.14,0
2299,NVIDIA Playstation 3 GPU 90nm,GPU,2006-11-11,90.0,80.0,258.0,300.0,550.0,Sony,NVIDIA,1272.7036356108451,70.42240288256129,15.05480210536539,1.1627906976744187,0.8802800360320161,0
2300,3dfx Voodoo4-2 4800 AGP,GPU,NaT,180.0,15.0,112.0,14.0,166.0,TSMC,Other,629.7182829626951,181.86421927976568,92.89259933360538,0.125,12.124281285317712,0
2301,AMD Radeon RX 570,GPU,2017-04-18,14.0,150.0,232.0,5700.0,1168.0,GF,AMD,5095.0,5095.0,318.5,24.56896551724138,33.96666666666667,3
2302,ATI Radeon 9700 PRO,GPU,2002-07-01,150.0,37.0,215.0,110.0,325.0,TSMC,ATI,1883.8182999242717,33.50052196098643,216.95976054480718,0.5116279069767442,0.9054195124590928,0
2303,NVIDIA Tesla K40s,GPU,2013-11-22,28.0,245.0,561.0,7080.0,745.0,TSMC,NVIDIA,5322.377383793135,5046.0,1682.0,12.620320855614974,20.59591836734694,2
2304,NVIDIA GeForce GTX 1050 Ti Mobile,GPU,2017-02-01,16.0,75.0,200.0,4400.0,1493.0,TSMC,NVIDIA,38.88,2488.0,77.76,22.0,33.17333333333333,3
2305,AMD Radeon HD 6310 IGP,GPU,2010-11-09,40.0,18.0,75.0,450.0,488.0,TSMC,AMD,384.64091017584485,78.08,17.478863160134996,6.0,4.337777777777777,0
2306,ATI Mobility Radeon HD 4570,GPU,2009-01-09,55.0,16.830505533929898,73.0,242.0,680.0,TSMC,ATI,457.4584599259847,108.8,11.815914610974813,3.315068493150685,6.464452287583507,0
2307,NVIDIA Quadro2 MXR Low Profile,GPU,2000-07-25,180.0,22.815996655339383,64.0,20.0,200.0,TSMC,NVIDIA,1430.9101861627225,98.38637501410544,62.0,0.3125,4.312166437449101,0
2308,AMD Radeon R7 250 OEM,GPU,2013-10-08,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD,1098.733546207951,806.4,50.4,12.337662337662337,12.406153846153845,2
2309,ATI Radeon X1650 AGP,GPU,2007-02-01,90.0,20.4,150.0,157.0,500.0,TSMC,ATI,615.0315522851572,57.16838922937741,12.649264142595312,1.0466666666666666,2.8023720210479124,0
2310,NVIDIA Quadro RTX 4000 Max-Q,GPU,2019-05-27,12.0,80.0,545.0,13600.0,780.0,TSMC,NVIDIA,14130.0,7066.0,220.8,24.954128440366972,88.325,0
2311,NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,150.0,10.2,65.0,29.0,250.0,TSMC,NVIDIA,2307.29845301755,639.2839058830674,238.42399180653288,0.4461538461538462,62.67489273363407,0
2312,NVIDIA GeForce 9600 GSO,GPU,2008-04-28,65.0,84.0,324.0,754.0,550.0,TSMC,NVIDIA,463.74752333866496,264.0,68.46700463291221,2.3271604938271606,3.142857142857143,0
2313,NVIDIA GeForce4 Ti 4800,GPU,2003-03-15,150.0,21.290704098463074,101.0,36.0,300.0,TSMC,NVIDIA,1565.74116596909,422.3818050775906,232.07347437636054,0.3564356435643564,19.838789883331355,0
2314,NVIDIA GeForce GTX 560 SE,GPU,2012-02-20,40.0,150.0,332.0,1950.0,736.0,TSMC,NVIDIA,705.6557402809017,847.9,70.66,5.873493975903615,5.652666666666667,0
2315,NVIDIA Quadro FX Go1000,GPU,2004-02-25,130.0,22.019323148806016,133.0,82.0,295.0,TSMC,NVIDIA,1821.006205206888,432.9727802351164,176.6968559581215,0.6165413533834586,19.66331014396299,0
2316,AMD Radeon R7 240,GPU,2013-10-08,28.0,30.0,77.0,950.0,730.0,TSMC,AMD,961.3767031642418,499.2,30.10138864641734,12.337662337662337,16.64,2
2317,Sony Playstation 2 GPU 180nm,GPU,2001-04-18,180.0,79.0,188.0,54.0,147.0,Sony,Other,1128.3349533171688,193.71898325221386,105.05783148069352,0.2872340425531915,2.4521390285090363,0
2318,NVIDIA GeForce FX 5500,GPU,2004-03-17,150.0,17.88985771478915,91.0,45.0,270.0,TSMC,NVIDIA,2493.9795155348374,700.4037787616543,234.035857011213,0.4945054945054945,39.150885933690006,0
2319,NVIDIA GeForce GT 1030 GK107,GPU,2018-09-30,28.0,65.0,118.0,1270.0,1058.0,TSMC,NVIDIA,994.3939566317468,812.5,33.86,10.76271186440678,12.5,2
2320,Intel HD Graphics 520,GPU,2015-09-01,14.0,15.0,123.0,163.48095618401243,300.0,Intel,Intel,691.2,345.6,86.4,1.3291134649106702,23.040000000000003,3
2321,AMD Radeon HD 7510M,GPU,2012-01-07,40.0,11.0,104.0,716.0,450.0,TSMC,AMD,751.8298325680945,360.0,91.81049573598358,6.884615384615385,32.72727272727273,0
2322,AMD Radeon R6 Mobile Graphics,GPU,2015-11-07,28.0,15.0,125.0,1200.0,200.0,GF,AMD,553.0,553.0,276.5,9.6,36.86666666666667,2
2323,NVIDIA Quadro RTX 3000 Max-Q,GPU,2019-05-27,12.0,60.0,445.0,10800.0,600.0,TSMC,NVIDIA,9331.0,4666.0,145.8,24.269662921348313,77.76666666666667,0
2324,ATI Mobility Radeon HD 5850,GPU,2010-01-07,40.0,30.0,166.0,1040.0,500.0,TSMC,ATI,1609.98615554844,800.0,165.76544586523738,6.265060240963855,26.666666666666668,0
2325,NVIDIA GeForce GTX 1060 6 GB GDDR5X,GPU,2018-10-18,16.0,120.0,314.0,7200.0,1506.0,TSMC,NVIDIA,68.36,4375.0,136.7,22.929936305732483,36.458333333333336,3
2326,Intel Iris Pro Graphics 5200,GPU,2013-06-03,22.0,45.0,120.93724022985934,390.2595416273179,200.0,Intel,Intel,1541.0040566023854,736.0,184.0,3.226959213601792,16.355555555555554,2
2327,NVIDIA GeForce GTX 950M Mac Edition,GPU,2015-03-13,28.0,75.0,148.0,1870.0,993.0,TSMC,NVIDIA,1414.9720661898107,1439.0,44.96,12.635135135135135,19.186666666666667,2
2328,AMD Radeon HD 6990,GPU,2011-03-08,40.0,375.0,389.0,2640.0,830.0,TSMC,AMD,4434.527269274092,2550.0,637.4,6.786632390745501,6.8,0
2329,NVIDIA GeForce GT 740M,GPU,2013-04-01,28.0,45.0,118.0,1270.0,810.0,TSMC,NVIDIA,885.6602859576004,622.1,25.92,10.76271186440678,13.824444444444445,2
2330,ATI Radeon X300 SE HyperMemory,GPU,2006-10-25,110.0,30.0,74.0,107.0,325.0,TSMC,ATI,1653.1519015357637,21.97910115148712,187.792852022911,1.445945945945946,0.7326367050495707,0
2331,NVIDIA GeForce 6600 VE,GPU,2005-01-01,110.0,25.0,154.0,146.0,300.0,TSMC,NVIDIA,1840.7654714390974,298.4006987150535,271.2984398933292,0.948051948051948,11.93602794860214,0
2332,AMD Radeon R5 A240,GPU,2014-01-01,28.0,50.0,56.0,690.0,1030.0,TSMC,AMD,1210.7255376566427,659.2,41.2,12.321428571428571,13.184000000000001,2
2333,NVIDIA Quadro 4100,GPU,NaT,28.0,35.0,294.0,3540.0,797.0,TSMC,NVIDIA,2505.289336775402,2142.0,89.26,12.040816326530612,61.2,2
2334,NVIDIA GeForce 310M,GPU,2010-01-10,40.0,14.0,57.0,260.0,606.0,TSMC,NVIDIA,384.62380197518985,48.96,8.814815203701185,4.56140350877193,3.4971428571428573,0
2335,NVIDIA Tesla T10 Processor,GPU,2009-04-09,55.0,188.0,470.0,1400.0,610.0,TSMC,NVIDIA,1043.7917894110496,622.1,77.76,2.978723404255319,3.3090425531914893,0
2336,NVIDIA Quadro M520 Mobile,GPU,2017-01-11,28.0,25.0,168.00934004880722,1606.7497692639524,1041.0,TSMC,NVIDIA,817.3122552773087,799.5,24.98,9.563455036471108,31.98,2
2337,Intel GMA X3500,GPU,2007-08-01,90.0,13.0,243.27728907218037,372.68907949233545,667.0,Intel,Intel,1196.1558669756191,232.40575965144362,16.956883884649717,1.5319517942415029,17.877366127034126,0
2338,ATI Mobility Radeon HD 3870,GPU,2008-06-04,55.0,55.0,192.0,666.0,660.0,TSMC,ATI,782.0139506188257,422.4,84.48,3.46875,7.68,0
2339,NVIDIA GeForce4 Ti 4200-8X,GPU,2002-02-06,150.0,27.999999999999996,101.0,36.0,250.0,TSMC,NVIDIA,2158.426894048923,348.5884506434113,232.31750595760494,0.3564356435643564,12.449587522978977,0
2340,NVIDIA GeForce 810M,GPU,2014-03-24,28.0,15.0,116.0,585.0,738.0,TSMC,NVIDIA,457.98891784222747,141.7,11.81,5.043103448275862,9.446666666666665,2
2341,Intel HD Graphics 6000,GPU,2014-09-05,14.0,15.0,133.0,164.06019324471686,300.0,Intel,Intel,1521.717338737323,729.6,182.4,1.233535287554262,48.64,3
2342,NVIDIA GeForce RTX 2080 SUPER,GPU,2019-07-23,12.0,250.0,545.0,13600.0,1650.0,TSMC,NVIDIA,22300.0,11150.0,348.5,24.954128440366972,44.6,0
2343,ATI Mobility Radeon X1600 Mac Edition,GPU,2007-11-08,90.0,13.0,150.0,157.0,398.0,TSMC,ATI,612.5194905955751,35.669064560791774,90.85308727802195,1.0466666666666666,2.7437741969839826,0
2344,AMD Radeon HD 6630M,GPU,2011-01-04,40.0,26.0,104.0,716.0,500.0,TSMC,AMD,892.1560674141839,480.0,70.74722901047379,6.884615384615385,18.46153846153846,0
2345,AMD Radeon R5 330 OEM,GPU,2015-05-05,28.0,50.0,56.0,690.0,830.0,TSMC,AMD,1043.2600733830263,547.2,34.20000000000001,12.321428571428571,10.944,2
2346,NVIDIA GeForce 8400 GS,GPU,2007-04-17,80.0,40.0,127.0,210.0,459.0,TSMC,NVIDIA,384.0211829263808,29.38,10.93379666533336,1.6535433070866141,0.7344999999999999,0
2347,AMD Radeon HD 7730M,GPU,2012-04-24,28.0,25.0,123.0,1500.0,575.0,TSMC,AMD,786.4,691.2,43.2,12.195121951219512,27.648000000000003,2
2348,AMD Radeon HD 7670A,GPU,2012-01-05,40.0,45.0,118.0,716.0,600.0,TSMC,AMD,891.4089567392729,576.0,33.321698582318426,6.067796610169491,12.8,0
2349,AMD Radeon HD 7310 IGP,GPU,2012-06-06,40.0,18.0,75.0,450.0,500.0,TSMC,AMD,384.70251594866664,80.0,15.718870413339738,6.0,4.444444444444445,0
2350,ATI Radeon X1950 PRO DUAL,GPU,2007-01-10,80.0,130.0,230.0,330.0,575.0,TSMC,ATI,2913.6631643593564,152.05417235567398,14.831791591419496,1.434782608695652,1.1696474796590306,0
2351,ATI FireGL 8800,GPU,2001-08-14,150.0,21.59314186136642,120.0,60.0,300.0,TSMC,ATI,1816.3574077765659,424.7394676889279,149.14016539864193,0.5,19.670109630912705,0
2352,AMD FirePro S9100,GPU,2014-10-02,28.0,225.0,438.0,6200.0,824.0,TSMC,AMD,7890.144214240702,4219.0,2109.0,14.155251141552512,18.75111111111111,2
2353,AMD Radeon HD 6650M,GPU,2011-01-04,40.0,25.0,104.0,716.0,600.0,TSMC,AMD,890.69393064987,576.0,33.338801993323365,6.884615384615385,23.04,0
2354,AMD Radeon HD 7570M,GPU,2012-01-07,40.0,13.0,104.0,716.0,500.0,TSMC,AMD,892.1726135724664,480.0,70.87677937652576,6.884615384615385,36.92307692307692,0
2355,AMD FirePro W4300,GPU,2015-12-01,28.0,50.0,160.0,2080.0,930.0,TSMC,AMD,1352.5274774393292,1428.0,89.28,13.0,28.56,2
2356,AMD Radeon Vega 10 Mobile,GPU,2019-01-08,14.0,10.0,210.0,4940.0,300.0,GF,AMD,3331.0,1665.0,104.1,23.523809523809526,166.5,3
2357,NVIDIA GeForce 820A,GPU,2014-03-17,28.0,15.0,116.0,585.0,775.0,TSMC,NVIDIA,653.926251406513,297.6,24.8,5.043103448275862,19.84,2
2358,ATI Radeon X740 XL,GPU,2005-03-07,110.0,33.0,156.0,120.0,425.0,TSMC,ATI,620.0869423696664,36.539082315837526,90.86980509846602,0.7692307692307693,1.1072449186617432,0
2359,NVIDIA GeForce RTX 2060 Max-Q,GPU,2020-01-29,12.0,65.0,445.0,10800.0,975.0,TSMC,NVIDIA,9101.0,4550.0,142.2,24.269662921348313,70.0,0
2360,ATI Mobility Radeon X700 XL,GPU,2005-03-01,110.0,33.094393964828825,156.0,120.0,350.0,TSMC,ATI,1310.5849120010619,35.05377567587711,92.49142458711134,0.7692307692307693,1.0592058495807666,0
2361,ATI Radeon X1800 CrossFire Edition,GPU,2005-12-20,90.0,113.0,288.0,321.0,600.0,TSMC,ATI,3915.447935594141,81.72842212664656,45.301245837276795,1.1145833333333333,0.723260372802182,0
2362,AMD Radeon R7 M380,GPU,2015-05-05,28.0,59.73709674679211,123.0,1500.0,900.0,TSMC,AMD,863.9999999999999,1171.0,73.2,12.195121951219512,19.602559611551307,2
2363,NVIDIA GeForce MX110,GPU,2017-11-17,28.0,30.0,99.24061350777845,1158.0661926333573,978.0,TSMC,NVIDIA,499.17360354443065,772.6,24.14,11.669276838384201,25.753333333333334,2
2364,NVIDIA NVS 510,GPU,2012-10-23,28.0,35.0,118.0,1270.0,797.0,TSMC,NVIDIA,618.4364356827376,306.0,12.75,10.76271186440678,8.742857142857142,2
2365,AMD Radeon HD 7570,GPU,2012-01-05,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,1187.505130214719,624.0,36.30901873739646,6.067796610169491,10.4,0
2366,NVIDIA GeForce 9800M GT,GPU,2008-07-29,65.0,65.0,324.0,754.0,500.0,TSMC,NVIDIA,405.08559401589713,240.0,52.75751496847469,2.3271604938271606,3.6923076923076925,0
2367,NVIDIA GeForce 7000M + nForce 610M,GPU,2006-02-01,90.0,29.46487601462569,81.0,112.0,350.0,Unknown,NVIDIA,604.9725438809628,21.77758993425854,94.12788736131394,1.382716049382716,0.7391033963098518,0
2368,NVIDIA Quadro FX 4600,GPU,2007-03-05,90.0,134.0,484.0,681.0,500.0,TSMC,NVIDIA,405.525776396247,230.4,51.56857081076181,1.4070247933884297,1.7194029850746269,0
2369,NVIDIA GeForce 7050 PV + nForce 630a,GPU,2006-02-01,90.0,11.0,81.0,112.0,425.0,Unknown,NVIDIA,610.1302114759123,28.836947379845277,92.17806368009244,1.382716049382716,2.6215406708950253,0
2370,AMD Radeon HD 7770 GHz Edition,GPU,2012-02-15,28.0,80.0,123.0,1500.0,1000.0,TSMC,AMD,338.4098753050713,1280.0,80.0,12.195121951219512,16.0,2
2371,ATI Mobility Radeon 9000 IGP,GPU,2003-05-01,150.0,23.07313348880009,92.0,76.0,300.0,Unknown,ATI,1580.208673337794,22.062797842394442,233.8302703755855,0.8260869565217391,0.9562115979220562,0
2372,NVIDIA GeForce 8800M GTX,GPU,2007-11-01,65.0,65.0,324.0,754.0,500.0,TSMC,NVIDIA,405.08559401589713,240.0,52.75751496847469,2.3271604938271606,3.6923076923076925,0
2373,ATI Radeon HD 5570,GPU,2010-02-09,40.0,39.0,104.0,627.0,625.0,TSMC,ATI,813.2861943534934,500.0,72.86557591251726,6.028846153846154,12.820512820512821,0
2374,NVIDIA GeForce GT 640M LE,GPU,2012-03-22,28.0,20.0,118.0,1270.0,500.0,TSMC,NVIDIA,752.0273487860848,384.0,16.0,10.76271186440678,19.2,2
2375,ATI Radeon 9100 PCI,GPU,2003-04-01,150.0,47.666666666666664,120.0,60.0,250.0,TSMC,ATI,1818.855075055593,351.03447421631364,190.16212947767937,0.5,7.3643595989436434,0
2376,ATI Mobility Radeon HD 2300,GPU,2007-03-01,80.0,19.42369366270541,100.0,107.0,480.0,TSMC,ATI,615.0673634280637,58.210585637005856,71.67063318943718,1.07,2.9968854867585493,0
2377,ATI Mobility Radeon HD 5430,GPU,2010-01-07,40.0,7.0,59.0,292.0,500.0,TSMC,ATI,384.70834963054415,80.0,10.903438584524157,4.9491525423728815,11.428571428571429,0
2378,AMD Radeon E6465,GPU,2015-09-29,40.0,25.0,67.0,370.0,600.0,TSMC,AMD,455.7347366309869,192.0,15.248754809189768,5.522388059701493,7.68,0
2379,ATI Radeon Xpress 1270 Mobile IGP,GPU,2007-02-28,80.0,13.0,73.0,120.0,400.0,Unknown,ATI,610.5506088872856,31.894134031466542,93.12349110662493,1.643835616438356,2.4533949254974265,0
2380,ATI Radeon HD 3870 AGP,GPU,NaT,55.0,106.0,192.0,666.0,777.0,TSMC,ATI,976.5389494031085,497.3,99.46,3.46875,4.691509433962264,0
2381,Sony Playstation Portable GPU 90nm,GPU,2004-12-12,90.0,4.0,137.8209036719226,77.98213433468824,133.0,Sony,Other,494.88,235.4508548768299,153.9773909492361,0.5658222537875803,58.86271371920748,0
2382,AMD Radeon R4 Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,1200.0,200.0,GF,AMD,251.5,251.5,15.72,9.6,16.766666666666666,2
2383,AMD Radeon R5 Graphics,GPU,2014-09-17,28.0,15.0,245.0,2410.0,497.0,GF,AMD,405.0052987586121,254.5,15.9,9.83673469387755,16.966666666666665,2
2384,NVIDIA Quadro M4000,GPU,2015-06-29,28.0,120.0,398.0,5200.0,773.0,TSMC,NVIDIA,3444.348736260471,2573.0,80.39,13.06532663316583,21.441666666666666,2
2385,NVIDIA GeForce GTX 1050 Ti,GPU,2016-10-25,14.0,75.0,132.0,3300.0,1291.0,Samsung,NVIDIA,33.41,2138.0,66.82,25.0,28.506666666666668,3
2386,NVIDIA GeForce MX350,GPU,2020-02-10,14.0,20.0,132.0,3300.0,747.0,Samsung,NVIDIA,18.74,1199.0,37.48,25.0,59.95,3
2387,NVIDIA Quadro4 700 Go GL,GPU,2003-06-05,150.0,29.156219025704978,101.0,36.0,199.0,TSMC,NVIDIA,599.2799517905436,156.44605748166322,93.6,0.3564356435643564,5.365786878735401,0
2388,ATI FireGL V7600,GPU,2007-11-06,80.0,127.0,420.0,720.0,600.0,TSMC,ATI,776.626252286364,384.0,69.95424405319277,1.7142857142857142,3.0236220472440944,0
2389,Intel Xeon Phi 7120X,GPU,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,Intel,Intel,1228.721832276802,650.5,22.502488802364887,14.285714285714286,2.1683333333333334,2
2390,NVIDIA Quadro NVS 160M,GPU,2008-08-15,65.0,12.0,86.0,210.0,580.0,TSMC,NVIDIA,384.4735097610275,23.2,8.536793257589506,2.441860465116279,1.9333333333333333,0
2391,NVIDIA GeForce GTS 150M,GPU,2009-03-03,65.0,45.0,240.0,505.0,400.0,TSMC,NVIDIA,384.4869621023357,128.0,44.99478941814427,2.1041666666666665,2.8444444444444446,0
2392,XGI Volari V8,GPU,2003-09-15,130.0,27.595992369367195,73.0,110.0,300.0,UMC,Other,1187.7599999999998,25.617955497069143,95.93456808923789,1.5068493150684932,0.9283215893879663,0
2393,NVIDIA Quadro M5000,GPU,2015-06-29,28.0,150.0,398.0,5200.0,861.0,TSMC,NVIDIA,5183.911139832782,4252.0,132.9,13.06532663316583,28.346666666666668,2
2394,ATI Radeon HD 3750,GPU,2008-09-11,55.0,65.0,135.0,378.0,796.0,TSMC,ATI,602.1532078203594,191.0,12.959999999999999,2.8,2.9384615384615387,0
2395,AMD Radeon R5 A230,GPU,2014-01-07,28.0,12.830894664146388,56.0,690.0,780.0,TSMC,AMD,1022.1212415329592,547.2,34.2,12.321428571428571,42.647065097420786,2
2396,NVIDIA GeForce 9200,GPU,2007-04-17,65.0,40.0,144.0,314.0,450.0,Unknown,NVIDIA,383.98317112725977,35.2,10.605083924481855,2.1805555555555554,0.8800000000000001,0
2397,AMD Radeon HD 7450M,GPU,2012-01-07,40.0,7.0,67.0,370.0,700.0,TSMC,AMD,608.3783634556484,224.0,11.81598830368464,5.522388059701493,32.0,0
2398,NVIDIA Quadro FX 3800M,GPU,2008-08-14,65.0,100.0,324.0,754.0,675.0,TSMC,NVIDIA,823.1013020890758,422.4,87.80051776886359,2.3271604938271606,4.224,0
2399,NVIDIA Jetson AGX Xavier GPU,GPU,NaT,12.0,30.0,350.0,9000.0,854.0,TSMC,NVIDIA,2820.0,1410.0,705.0,25.714285714285715,47.0,0
2400,Intel GMA X3100,GPU,2007-05-09,90.0,13.0,157.8,230.2,500.0,Intel,Intel,15480.061468754144,52.079290541232076,106.6684490916208,1.4588086185044358,4.0060992724024675,0
2401,Intel UHD Graphics P630,GPU,2020-05-13,14.0,15.0,184.1496359875321,3959.674657065639,350.0,Intel,Intel,921.6,460.8,115.2,21.502484302134217,30.720000000000002,3
2402,AMD Radeon R3 Mobile Graphics,GPU,2015-01-28,28.0,15.0,107.0,930.0,600.0,GF,AMD,385.1040266214608,153.6,9.6,8.69158878504673,10.24,2
2403,NVIDIA Quadro4 550 XGL,GPU,2002-02-19,150.0,10.2,65.0,29.0,270.0,TSMC,NVIDIA,2203.124649981514,707.7972234528072,238.73658237034138,0.4461538461538462,69.391884652236,0
2404,NVIDIA GeForce 605 OEM,GPU,2012-04-02,40.0,25.0,79.0,292.0,523.0,TSMC,NVIDIA,384.8427697860287,100.4,8.368,3.6962025316455698,4.016,0
2405,ATI Mobility Radeon HD 2600,GPU,2007-05-14,65.0,13.0,153.0,390.0,500.0,TSMC,ATI,385.10259594025194,120.0,13.16620736606837,2.549019607843137,9.23076923076923,0
2406,AMD Radeon HD 7600G IGP,GPU,2012-09-01,32.0,19.0,246.0,1303.0,320.0,TSMC,AMD,700.2768911350573,325.6,82.46688977890472,5.296747967479675,17.13684210526316,1
2407,AMD Radeon HD 6970M,GPU,2011-01-04,40.0,75.0,212.0,1700.0,680.0,TSMC,AMD,2157.0006042177506,1306.0,64.24225960618931,8.018867924528301,17.413333333333334,0
2408,ATI Radeon HD 5450 PCIe x1,GPU,2010-02-04,40.0,19.0,59.0,292.0,650.0,TSMC,ATI,384.82886767910884,104.0,11.187454007200662,4.9491525423728815,5.473684210526316,0
2409,ATI GameCube GPU,GPU,2000-08-24,180.0,45.0,120.0,51.0,162.0,NEC,ATI,630.9790282598112,186.07327606789235,97.45551506331708,0.425,4.134961690397608,0
2410,NVIDIA GeForce GT 710 PCIe x1,GPU,2014-03-27,28.0,19.0,87.0,1020.0,954.0,TSMC,NVIDIA,825.4255475205357,366.3,15.26,11.724137931034482,19.278947368421054,2
2411,NVIDIA GeForce GTX 860M,GPU,2014-03-10,28.0,75.0,294.0,3540.0,797.0,TSMC,NVIDIA,2429.4098973875443,2108.0,87.84,12.040816326530612,28.106666666666666,2
2412,NVIDIA Quadro2 Pro,GPU,2001-03-22,150.0,25.286995273193252,88.0,25.0,200.0,TSMC,NVIDIA,1491.1121474189151,139.41538461538426,93.6,0.2840909090909091,5.513323473555537,0
2413,NVIDIA GeForce4 448 Go,GPU,2002-03-01,150.0,23.285830269180448,65.0,29.0,200.0,TSMC,NVIDIA,1490.839814735963,147.10769230769193,93.6,0.4461538461538462,6.317476791986831,0
2414,NVIDIA GeForce GTX 1650 GDDR6,GPU,2020-04-01,12.0,75.0,200.0,4700.0,1410.0,TSMC,NVIDIA,5699.0,2849.0,89.04,23.5,37.986666666666665,0
2415,NVIDIA GeForce 9650M GT,GPU,2008-08-19,55.0,23.0,121.0,314.0,550.0,TSMC,NVIDIA,384.7970408458507,84.8,8.614985713446627,2.5950413223140494,3.6869565217391305,0
2416,AMD Radeon HD 6320 IGP,GPU,2011-08-15,40.0,18.0,75.0,450.0,508.0,TSMC,AMD,384.73587635169275,81.28,15.9503435132073,6.0,4.515555555555555,0
2417,NVIDIA GeForce 315 OEM,GPU,2010-03-31,40.0,33.0,100.0,486.0,475.0,TSMC,NVIDIA,384.89558629681477,105.6,18.739419864939038,4.86,3.1999999999999997,0
2418,ATI Radeon HD 3850 X3,GPU,NaT,55.0,145.0,192.0,666.0,669.0,TSMC,ATI,781.7780110958273,428.2,85.51954591175587,3.46875,2.953103448275862,0
2419,NVIDIA GeForce 805A,GPU,2014-07-22,28.0,15.0,87.0,1020.0,719.0,TSMC,NVIDIA,612.7017696458602,291.1,12.13,11.724137931034482,19.40666666666667,2
2420,AMD Radeon RX 6600M,GPU,NaT,7.0,150.0,236.0,5229.773666074641,1489.0,TSMC,AMD,15090.0,7544.0,471.5,22.160057907095936,50.29333333333334,5
2421,NVIDIA GeForce 9800 GT,GPU,2008-07-21,65.0,125.0,324.0,754.0,600.0,TSMC,NVIDIA,776.5597913807441,336.0,78.87864308261393,2.3271604938271606,2.688,0
2422,XGI Volari 8600 XT,GPU,NaT,110.0,69.33333333333334,222.0,198.0,450.0,UMC,Other,3237.201375699117,27.46561162632126,129.32534056011468,0.8918918918918919,0.39613862922578735,0
2423,Intel Iris Graphics 550,GPU,2015-09-01,14.0,15.0,133.0,162.007250232509,300.0,Intel,Intel,1536.0,768.0,192.0,1.2180996258083383,51.2,3
2424,NVIDIA GeForce GT 335M,GPU,2010-01-07,40.0,28.0,144.0,727.0,450.0,TSMC,NVIDIA,385.7903294074892,155.5,42.87964904339293,5.048611111111111,5.553571428571429,0
2425,ATI FireGL V3350,GPU,2005-10-01,90.0,29.0,100.0,107.0,600.0,TSMC,ATI,2893.199582978408,58.65140992665229,44.37137393501807,1.07,2.0224624112638723,0
2426,AMD FirePro S10000 Passive 12GB,GPU,2014-03-01,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD,2135.0418191422855,3405.0,851.2,12.252840909090908,9.08,2
2427,AMD Radeon HD 7620G IGP,GPU,2012-05-15,32.0,25.0,246.0,1303.0,360.0,TSMC,AMD,774.9654501434032,381.7,96.8706812679254,5.296747967479675,15.267999999999999,1
