cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean
Intel Xeon E7- 2830 @ 2.13GHz,1779.0,2027,1.14,559,0.31,105.0,19.31,4,2018,LGA1567,Server,506.75,19.304761904761904,1.1031080414405525,Intel,Intel Xeon E7- 2830
AMD Phenom II X4 830,19.01,2022,106.38,1083,56.96,95.0,21.29,4,2010,AM2+/AM3,Unknown,505.5,21.28421052631579,2.142433234421365,AMD,AMD Phenom II X4 830
Intel Core i7-920XM @ 2.00GHz,398.95,2021,5.07,1016,2.55,55.0,36.75,4,2009,PGA988B,Laptop,505.25,36.74545454545454,2.0108857001484415,Intel,Intel Core i7-920XM
Intel Core2 Quad Q9505 @ 2.83GHz,190.0,2020,10.63,1190,6.26,95.0,21.26,4,2009,LGA775,Desktop,505.0,21.263157894736842,2.3564356435643563,Intel,Intel Core 2 Quad Q9505
Intel Core i3-5005U @ 2.00GHz,308.0,2018,6.55,1150,3.74,15.0,134.54,2,2015,FCBGA1168,Laptop,1009.0,134.53333333333333,1.1397423191278493,Intel,Intel Core i3-5005U
Intel Core i5-655K @ 3.20GHz,77.99,2017,25.87,1446,18.54,73.0,27.63,2,2010,LGA1156,Desktop,1008.5,27.63013698630137,1.4338125929598413,Intel,Intel Core i5-655K
Intel Pentium G3450T @ 2.90GHz,77.475,2016,,1135,,35.0,57.59,2,2015,LGA1150,Desktop,1008.0,57.6,1.1259920634920635,Intel,Intel Pentium G3450T
Intel Core i3-3240T @ 2.90GHz,77.475,2013,,1540,,35.0,57.5,2,2012,LGA1155,Desktop,1006.5,57.51428571428571,1.530054644808743,Intel,Intel Core i3-3240T
Intel Core2 Extreme Q9200 @ 2.40GHz,169.99,2011,,1080,,65.0,,4,2019,unknown,Desktop,502.75,30.93846153846154,2.1481849825957235,Intel,Intel Core 2 Extreme Q9200
Intel Core i5-2430M @ 2.40GHz,73.02,2007,27.48,1244,17.04,35.0,57.33,2,2011,PGA988B,Laptop,1003.5,57.34285714285714,1.2396611858495266,Intel,Intel Core i5-2430M
Intel Core i7-2655LE @ 2.20GHz,77.475,1999,,1231,,25.0,79.95,2,2011,BGA1023,Desktop,999.5,79.96,1.231615807903952,Intel,Intel Core i7-2655LE
Intel Core i7-620M @ 2.67GHz,112.87,1999,17.71,1285,11.38,35.0,57.13,2,2010,BGA1288,Laptop,999.5,57.114285714285714,1.2856428214107054,Intel,Intel Core i7-620M
AMD Opteron 2427,55.0,1995,36.28,386,7.02,75.0,26.6,6,2011,F (1207),Server,332.5,26.6,1.1609022556390978,AMD,AMD Opteron 2427
Intel Core i7-2677M @ 1.80GHz,77.475,1993,,1240,,17.0,117.26,2,2011,BGA1023,Laptop,996.5,117.23529411764706,1.244355243351731,Intel,Intel Core i7-2677M
HiSilicon Kirin 950,395.0,1991,,717,,95.0,,8,2021,unknown,Mobile/Embedded,248.875,20.957894736842107,2.8809643395278752,Other,HiSilicon Kirin 950
Intel Pentium G3420 @ 3.20GHz,49.95,1990,39.84,1805,36.14,54.0,36.86,2,2013,FCLGA1150,Desktop,995.0,36.851851851851855,1.814070351758794,Intel,Intel Pentium G3420
AMD Athlon X4 750 Quad Core,94.75,1986,20.96,1338,14.12,65.0,30.55,4,2015,FM2,Desktop,496.5,30.553846153846155,2.694864048338369,AMD,AMD Athlon X4 750 Quad Core
Intel Core i3-2130 @ 3.40GHz,67.15,1986,29.57,1557,23.19,65.0,30.55,2,2011,LGA1155,Desktop,993.0,30.553846153846155,1.56797583081571,Intel,Intel Core i3-2130
Intel Xeon X3320 @ 2.50GHz,229.5,1986,8.65,1097,4.78,95.0,20.9,4,2009,LGA775,Server,496.5,20.905263157894737,2.2094662638469287,Intel,Intel Xeon X3320
AMD A10-5757M APU,169.99,1985,,1107,,35.0,56.73,4,2013,FP2,Laptop,496.25,56.714285714285715,2.230730478589421,AMD,AMD A10-5757M APU
"Qualcomm Technologies, Inc SDM662",395.0,1980,,919,,95.0,,8,2021,unknown,Mobile/Embedded,247.5,20.842105263157894,3.713131313131313,Other,"Qualcomm Technologies, Inc SDM662"
Intel Xeon X5355 @ 2.66GHz,299.95,1979,6.6,1060,3.53,120.0,16.49,4,2009,LGA771,Server,494.75,16.491666666666667,2.142496210207175,Intel,Intel Xeon X5355
"Qualcomm Technologies, Inc 450",395.0,1978,,459,,95.0,,8,2022,unknown,Mobile/Embedded,247.25,20.821052631578947,1.8564206268958543,Other,"Qualcomm Technologies, Inc 450"
Intel Core i3-4025U @ 1.90GHz,77.475,1974,,1100,,15.0,131.6,2,2014,FCBGA1168,Laptop,987.0,131.6,1.1144883485309016,Intel,Intel Core i3-4025U
Intel Core i5-3317U @ 1.70GHz,225.0,1972,8.77,1235,5.49,17.0,116.03,2,2012,BGA1023,Laptop,986.0,116.0,1.2525354969574036,Intel,Intel Core i5-3317U
AMD Athlon II X4 615e,59.0,1967,33.34,1037,17.58,45.0,43.71,4,2010,AM3,Desktop,491.75,43.71111111111111,2.108795119471276,AMD,AMD Athlon II X4 615e
Intel Core i7-3689Y @ 1.50GHz,77.475,1967,,1209,,13.0,151.29,2,2013,FCBGA1023,Laptop,983.5,151.30769230769232,1.2292831723436706,Intel,Intel Core i7-3689Y
Intel Core2 Quad Q9300 @ 2.50GHz,68.02,1962,28.84,1087,15.99,95.0,20.65,4,2008,LGA775,Desktop,490.5,20.652631578947368,2.2161060142711517,Intel,Intel Core 2 Quad Q9300
MT8788,395.0,1961,,893,,95.0,,8,2021,unknown,Mobile/Embedded,245.125,20.642105263157895,3.643039265680775,Other,MT8788
Intel Atom E3940 @ 1.60GHz,169.99,1960,,676,,9.5,206.32,4,2018,unknown,Laptop,490.0,206.31578947368422,1.379591836734694,Intel,Intel Atom E3940
AMD Athlon II X4 605e,19.97,1957,98.01,1005,50.34,45.0,43.49,4,2009,AM3,Desktop,489.25,43.48888888888889,2.0541645375574857,AMD,AMD Athlon II X4 605e
Intel Core i5-2410M @ 2.30GHz,42.12,1954,46.38,1224,29.06,35.0,55.82,2,2010,"FCBGA1023, PPG",Laptop,977.0,55.82857142857143,1.2528147389969293,Intel,Intel Core i5-2410M
Intel Atom E3900 @ 1.60GHz,169.99,1953,,675,,65.0,,4,2017,unknown,Laptop,488.25,30.046153846153846,1.3824884792626728,Intel,Intel Atom E3900
Intel Core i3-3220T @ 2.80GHz,39.99,1949,48.75,1506,37.66,35.0,55.7,2,2012,LGA1155,Desktop,974.5,55.68571428571428,1.5454079014879425,Intel,Intel Core i3-3220T
Intel Core i3-4120U @ 2.00GHz,77.475,1948,,1177,,15.0,129.84,2,2016,FCBGA1168,Laptop,974.0,129.86666666666667,1.2084188911704312,Intel,Intel Core i3-4120U
"Qualcomm Technologies, Inc SDM636",395.0,1947,,809,,95.0,,8,2021,unknown,Mobile/Embedded,243.375,20.49473684210526,3.3240883410374935,Other,"Qualcomm Technologies, Inc SDM636"
Intel Xeon E5506 @ 2.13GHz,90.0,1946,21.62,941,10.46,80.0,24.33,4,2009,LGA1366,Server,486.5,24.325,1.934224049331963,Intel,Intel Xeon E5506
AMD Phenom 9850B Quad-Core,169.99,1946,,992,,95.0,20.48,4,2010,unknown,Unknown,486.5,20.48421052631579,2.039054470709147,AMD,AMD Phenom 9850B Quad-Core
Samsung Exynos 9610,395.0,1942,,940,,95.0,,8,2021,unknown,Mobile/Embedded,242.75,20.442105263157895,3.8722966014418128,Other,Samsung Exynos 9610
Intel Core i3-5015U @ 2.10GHz,77.475,1939,,1071,,15.0,129.29,2,2015,FCBGA1168,Laptop,969.5,129.26666666666668,1.1046931407942238,Intel,Intel Core i3-5015U
AMD A8-3800 APU,109.95,1939,17.64,1064,9.67,65.0,29.83,4,2011,FM1,Desktop,484.75,29.83076923076923,2.1949458483754514,AMD,AMD A8-3800 APU
Intel Celeron N3450 @ 1.10GHz,185.08,1938,10.47,763,4.12,6.0,322.98,4,2016,FCBGA1296,Laptop,484.5,323.0,1.5748194014447885,Intel,Intel Celeron N3450
AMD Athlon X4 730,77.475,1936,,562,,65.0,29.78,2,2022,FM2,Desktop,968.0,29.784615384615385,0.5805785123966942,AMD,AMD Athlon X4 730
Intel Xeon X6550 @ 2.00GHz,79.0,1936,24.5,390,4.94,130.0,14.89,4,2013,LGA1567,Server,484.0,14.892307692307693,0.8057851239669421,Intel,Intel Xeon X6550
Intel Xeon E5603 @ 1.60GHz,95.19,1935,20.32,712,7.48,80.0,24.18,4,2011,LGA1366,Server,483.75,24.1875,1.4718346253229975,Intel,Intel Xeon E5603
AMD Athlon II X4 620,54.95,1934,35.19,1054,19.18,95.0,20.36,4,2009,AM3,Desktop,483.5,20.357894736842105,2.1799379524301963,AMD,AMD Athlon II X4 620
AMD A6-7480,37.42,1931,51.61,1638,43.77,65.0,29.71,2,2019,FM2+,Desktop,965.5,29.70769230769231,1.6965302951838426,AMD,AMD A6-7480
Intel Xeon E5420 @ 2.50GHz,249.95,1931,7.73,1048,4.19,80.0,24.14,4,2009,LGA771,Server,482.75,24.1375,2.170895908855515,Intel,Intel Xeon E5420
Intel Pentium G3250 @ 3.20GHz,75.0,1928,25.7,1811,24.15,53.0,36.37,2,2014,LGA1150,Desktop,964.0,36.37735849056604,1.8786307053941909,Intel,Intel Pentium G3250
Intel Xeon E5507 @ 2.27GHz,100.0,1928,19.28,997,9.97,80.0,24.1,4,2010,LGA1366,Server,482.0,24.1,2.0684647302904566,Intel,Intel Xeon E5507
Intel Xeon X3330 @ 2.66GHz,210.0,1928,9.18,1160,5.52,95.0,20.29,4,2010,LGA775,Server,482.0,20.294736842105262,2.4066390041493775,Intel,Intel Xeon X3330
Intel Core i7-840QM @ 1.87GHz,338.9,1928,5.69,1114,3.29,45.0,42.85,4,2010,PGA988A,Laptop,482.0,42.84444444444444,2.3112033195020745,Intel,Intel Core i7-840QM
Intel Celeron G1850 @ 2.90GHz,39.99,1926,48.17,1695,42.4,54.0,35.67,2,2014,FCLGA1150,Desktop,963.0,35.666666666666664,1.7601246105919004,Intel,Intel Celeron G1850
Intel Core i3-2120 @ 3.30GHz,27.44,1926,70.17,1517,55.3,65.0,29.62,2,2011,LGA1155,Desktop,963.0,29.630769230769232,1.5752855659397715,Intel,Intel Core i3-2120
AMD Athlon II X3 460,16.78,1924,114.68,1390,82.86,95.0,20.26,3,2011,AM3,Desktop,641.3333333333334,20.25263157894737,2.1673596673596673,AMD,AMD Athlon II X3 460
AMD Athlon 5370 APU,598.68,1923,3.21,755,1.26,25.0,76.92,4,2016,"AM1,FS1B",Desktop,480.75,76.92,1.5704628185127405,AMD,AMD Athlon 5370 APU
Intel Xeon E5410 @ 2.33GHz,10.69,1923,179.92,1024,95.78,80.0,24.04,4,2009,LGA771,Server,480.75,24.0375,2.1300052002080085,Intel,Intel Xeon E5410
Intel Xeon L5410 @ 2.33GHz,100.08,1921,19.19,1029,10.28,50.0,38.42,4,2009,LGA771,Server,480.25,38.42,2.1426340447683496,Intel,Intel Xeon L5410
"Qualcomm Technologies, Inc SM4250",395.0,1920,,718,,95.0,,8,2021,unknown,Mobile/Embedded,240.0,20.210526315789473,2.9916666666666667,Other,"Qualcomm Technologies, Inc SM4250"
Intel Pentium G3240 @ 3.10GHz,116.99,1919,16.4,1749,14.95,53.0,36.21,2,2014,FCLGA1150,Desktop,959.5,36.20754716981132,1.8228243877019281,Intel,Intel Pentium G3240
AMD Opteron 3320 EE,548.0,1918,3.5,838,1.53,25.0,76.72,2,2016,AM3+,Server,959.0,76.72,0.8738269030239834,AMD,AMD Opteron 3320 EE
Intel Core i5-580M @ 2.67GHz,99.95,1914,19.14,1266,12.66,35.0,54.67,2,2010,BGA1288,Laptop,957.0,54.68571428571428,1.322884012539185,Intel,Intel Core i5-580M
Intel Pentium G3420T @ 2.70GHz,159.99,1912,11.95,1570,9.81,35.0,54.61,2,2014,LGA1150,Desktop,956.0,54.628571428571426,1.6422594142259415,Intel,Intel Pentium G3420T
"Qualcomm Technologies, Inc MSM8976SG",395.0,1912,,736,,95.0,,8,2021,unknown,Mobile/Embedded,239.0,20.126315789473683,3.079497907949791,Other,"Qualcomm Technologies, Inc MSM8976SG"
AMD Opteron X2170 APU,169.99,1911,,832,,25.0,76.43,4,2018,FT3,Server,477.75,76.44,1.7414965986394557,AMD,AMD Opteron X2170 APU
AMD A10 PRO-7350B APU,169.99,1910,,911,,19.0,100.55,4,2014,FP3,Laptop,477.5,100.52631578947368,1.9078534031413612,AMD,AMD A10 PRO-7350B APU
AMD A10-4600M APU,98.99,1908,19.28,1063,10.74,35.0,54.53,2,2012,FS1r2,Laptop,954.0,54.51428571428571,1.1142557651991614,AMD,AMD A10-4600M APU
Samsung Exynos 9611,395.0,1908,,1007,,95.0,,8,2021,unknown,Mobile/Embedded,238.5,20.08421052631579,4.222222222222222,Other,Samsung Exynos 9611
Intel Core i5-3439Y @ 1.50GHz,77.475,1907,,1197,,13.0,146.72,2,2013,BGA1023,Desktop,953.5,146.69230769230768,1.2553749344520189,Intel,Intel Core i5-3439Y
Intel Core i5-4422E @ 1.80GHz,266.0,1907,7.17,1048,3.94,25.0,76.27,2,2017,FCBGA1364,Laptop,953.5,76.28,1.0991085474567384,Intel,Intel Core i5-4422E
AMD Phenom II X4 B05e,169.99,1906,,974,,65.0,,4,2012,unknown,Unknown,476.5,29.323076923076922,2.0440713536201467,AMD,AMD Phenom II X4 B05e
Intel Core M-5Y10a @ 0.80GHz,77.475,1905,,993,,4.5,423.33,2,2015,FCBGA1234,Laptop,952.5,423.3333333333333,1.04251968503937,Intel,Intel Core M-5Y10a
Intel Celeron N4500 @ 1.10GHz,77.475,1904,,1282,,6.0,317.25,2,2021,FCBGA1338,Mobile/Embedded,952.0,317.3333333333333,1.346638655462185,Intel,Intel Celeron N4500
AMD Opteron 2419 EE,215.8,1902,,396,,60.0,31.7,6,2014,F (1207),Server,317.0,31.7,1.249211356466877,AMD,AMD Opteron 2419 EE
AMD A10-5750M APU,98.04,1902,19.4,1097,11.18,35.0,54.35,4,2013,FS1r2,Laptop,475.5,54.34285714285714,2.3070452155625656,AMD,AMD A10-5750M APU
AMD Phenom II X4 920,27.89,1899,68.1,1068,38.31,125.0,15.2,4,2009,AM2+,Desktop,474.75,15.192,2.249605055292259,AMD,AMD Phenom II X4 920
AMD Opteron 1385,45.0,1898,42.19,1035,22.99,115.0,16.51,4,2014,"AM2+,AM3",Server,474.5,16.504347826086956,2.1812434141201265,AMD,AMD Opteron 1385
AMD Phenom II X4 905e,53.99,1895,35.11,1029,19.06,65.0,29.16,4,2009,AM3,Desktop,473.75,29.153846153846153,2.1720316622691294,AMD,AMD Phenom II X4 905e
Intel Pentium G2130 @ 3.20GHz,43.64,1895,43.42,1745,39.99,55.0,34.46,2,2013,FCLGA1155,Desktop,947.5,34.45454545454545,1.841688654353562,Intel,Intel Pentium G2130
AMD Phenom 9950 Quad-Core,97.04,1892,19.49,1041,10.73,125.0,15.13,4,2008,AM2+,Desktop,473.0,15.136,2.200845665961945,AMD,AMD Phenom 9950 Quad-Core
AMD PRO A6-8570,77.475,1889,,1638,,65.0,29.06,2,2017,AM4,Desktop,944.5,29.06153846153846,1.7342509264160932,AMD,AMD PRO A6-8570
Intel Core i5-2510E @ 2.50GHz,77.475,1889,,1183,,35.0,53.97,2,2011,PGA988B,Laptop,944.5,53.97142857142857,1.2525145579671784,Intel,Intel Core i5-2510E
AMD PRO A6-8550B,37.49,1885,,1623,,65.0,28.99,1,2016,FM2+,Desktop,1885.0,29.0,0.8610079575596817,AMD,AMD PRO A6-8550B
Intel Core M-5Y10 @ 0.80GHz,77.475,1885,,1117,,4.5,418.86,2,2014,unknown,Laptop,942.5,418.8888888888889,1.1851458885941644,Intel,Intel Core M-5Y10
Intel Core i5-2515E @ 2.50GHz,77.475,1882,,1189,,35.0,53.76,2,2011,BGA1023,Desktop,941.0,53.77142857142857,1.2635494155154092,Intel,Intel Core i5-2515E
Intel Core i7-3555LE @ 2.50GHz,77.475,1880,,980,,25.0,75.2,2,2012,BGA1023,Laptop,940.0,75.2,1.0425531914893618,Intel,Intel Core i7-3555LE
Intel Celeron 4305UE @ 2.00GHz,77.475,1876,,1213,,15.0,125.04,2,2019,FCBGA1528,"Laptop, Mobile/Embedded",938.0,125.06666666666666,1.29317697228145,Intel,Intel Celeron 4305UE
AMD PRO A6-9500,74.0,1875,25.34,1618,21.87,65.0,28.85,2,2017,AM4,Desktop,937.5,28.846153846153847,1.7258666666666667,AMD,AMD PRO A6-9500
Intel Core i3-4030U @ 1.90GHz,77.475,1875,,1025,,15.0,124.97,2,2014,FCBGA1168,Laptop,937.5,125.0,1.0933333333333333,Intel,Intel Core i3-4030U
AMD Athlon II X4 610e,17.9,1871,104.55,999,55.81,45.0,41.59,4,2010,AM3,Desktop,467.75,41.577777777777776,2.135756280064137,AMD,AMD Athlon II X4 610e
Intel Core i3-2105 @ 3.10GHz,113.0,1871,16.55,1387,12.27,65.0,28.78,2,2011,LGA1155,Desktop,935.5,28.784615384615385,1.4826296098343132,Intel,Intel Core i3-2105
Intel Pentium G2120 @ 3.10GHz,74.99,1870,24.94,1708,22.77,55.0,34,2,2012,FCLGA1155,Desktop,935.0,34.0,1.8267379679144384,Intel,Intel Pentium G2120
AMD A6-9500,75.42,1864,24.72,1618,21.45,65.0,28.68,2,2016,AM4,Desktop,932.0,28.676923076923078,1.7360515021459229,AMD,AMD A6-9500
AMD Opteron 2378,14.49,1864,128.65,936,64.62,75.0,24.86,4,2009,F (1207),Server,466.0,24.85333333333333,2.0085836909871246,AMD,AMD Opteron 2378
"Qualcomm Technologies, Inc SDM460",395.0,1861,,750,,95.0,,8,2021,unknown,Mobile/Embedded,232.625,19.589473684210525,3.2240730789897905,Other,"Qualcomm Technologies, Inc SDM460"
Intel Core i5-4230U @ 1.90GHz,77.475,1853,,1620,,15.0,123.55,2,2018,FCBGA1364,Laptop,926.5,123.53333333333333,1.7485159201295197,Intel,Intel Core i5-4230U
Intel Core i3-4110U @ 1.90GHz,77.475,1853,,1119,,35.0,,2,2015,unknown,Laptop,926.5,52.94285714285714,1.2077711818672423,Intel,Intel Core i3-4110U
Intel Pentium 1403 @ 2.60GHz,77.475,1851,,990,,80.0,23.14,2,2013,LGA1356,Server,925.5,23.1375,1.0696920583468394,Intel,Intel Pentium 1403
ARM Cortex-A53 6 Core 1896 MHz,215.8,1851,,751,,65.0,,6,2021,unknown,Unknown,308.5,28.476923076923075,2.434359805510535,Other,ARM Cortex-A53 6 Core 1896 MHz
Intel Celeron G3900TE @ 2.30GHz,67.66,1850,27.35,1402,20.72,35.0,52.86,2,2018,FCLGA1151,Laptop,925.0,52.857142857142854,1.5156756756756757,Intel,Intel Celeron G3900TE
AMD Phenom II X4 810,213.0,1849,8.68,1018,4.78,95.0,19.46,4,2009,AM3,Desktop,462.25,19.46315789473684,2.202271498107085,AMD,AMD Phenom II X4 810
Intel Pentium G3220 @ 3.00GHz,64.8,1849,28.53,1695,26.16,54.0,34.24,2,2013,FCLGA1150,Desktop,924.5,34.24074074074074,1.8334234721471065,Intel,Intel Pentium G3220
Intel Core i3-4100E @ 2.40GHz,225.0,1848,8.22,1390,6.18,37.0,49.96,2,2021,FCBGA1364,Mobile/Embedded,924.0,49.945945945945944,1.5043290043290043,Intel,Intel Core i3-4100E
MediaTek MT8183,395.0,1847,,857,,95.0,,8,2021,unknown,Mobile/Embedded,230.875,19.442105263157895,3.7119653492149434,Other,MediaTek MT8183
Intel Core i3-2310E @ 2.10GHz,225.0,1845,8.2,733,3.26,35.0,52.73,2,2012,FCBGA1023,Laptop,922.5,52.714285714285715,0.794579945799458,Intel,Intel Core i3-2310E
Intel Core2 Extreme Q9300 @ 2.53GHz,169.99,1845,,1046,,45.0,41,4,2008,PGA478,Desktop,461.25,41.0,2.267750677506775,Intel,Intel Core 2 Extreme Q9300
AMD Phenom II X3 B77,22.29,1844,82.71,1310,58.76,95.0,19.41,3,2012,AM2+/AM3,Unknown,614.6666666666666,19.410526315789475,2.1312364425162693,AMD,AMD Phenom II X3 B77
AMD Phenom II X4 805,173.99,1844,10.6,999,5.74,95.0,19.42,4,2009,AM3,Desktop,461.0,19.410526315789475,2.1670281995661607,AMD,AMD Phenom II X4 805
AMD A8-5550M APU,169.99,1844,,1030,,35.0,52.69,4,2013,FS1r2,Laptop,461.0,52.68571428571428,2.234273318872017,AMD,AMD A8-5550M APU
AMD A6-9500E,74.45,1841,24.72,1478,19.85,35.0,52.59,2,2018,AM4,Desktop,920.5,52.6,1.605649103747963,AMD,AMD A6-9500E
UIS7862A,395.0,1839,,951,,95.0,,8,2022,unknown,Mobile/Embedded,229.875,19.357894736842105,4.137030995106036,Other,UIS7862A
Intel Xeon X3323 @ 2.50GHz,19.36,1837,94.86,1059,54.69,80.0,22.96,4,2014,LGA775,Server,459.25,22.9625,2.305933587370713,Intel,Intel Xeon X3323
AMD FX-7500 APU,169.99,1835,,907,,19.0,96.56,4,2014,FP3,Laptop,458.75,96.57894736842105,1.9771117166212535,AMD,AMD FX-7500 APU
AMD Athlon II X3 455,39.99,1832,45.82,1343,33.59,95.0,19.29,3,2010,AM3,Desktop,610.6666666666666,19.28421052631579,2.199235807860262,AMD,AMD Athlon II X3 455
Intel Core i5-560M @ 2.67GHz,88.92,1832,20.6,1238,13.92,35.0,52.35,2,2010,BGA1288,Laptop,916.0,52.34285714285714,1.351528384279476,Intel,Intel Core i5-560M
AMD A6-3620 APU,22.49,1830,81.38,987,43.89,65.0,28.16,4,2012,FM1,Desktop,457.5,28.153846153846153,2.1573770491803277,AMD,AMD A6-3620 APU
AMD Phenom II X4 B15e,169.99,1825,,1069,,65.0,,4,2010,AM2+/AM3,Desktop,456.25,28.076923076923077,2.343013698630137,AMD,AMD Phenom II X4 B15e
Intel Core i3-3130M @ 2.60GHz,77.475,1824,,1067,,35.0,52.13,2,2013,BGA1023,Laptop,912.0,52.114285714285714,1.1699561403508771,Intel,Intel Core i3-3130M
SAMSUNG Exynos7420,395.0,1824,,716,,95.0,,8,2021,unknown,Mobile/Embedded,228.0,19.2,3.1403508771929824,Other,SAMSUNG Exynos7420
Intel Core i3-2330E @ 2.20GHz,77.475,1823,,1063,,35.0,52.1,2,2014,rPGA988,Desktop,911.5,52.08571428571429,1.1662095447065277,Intel,Intel Core i3-2330E
Intel Core M-5Y10c @ 0.80GHz,281.0,1822,6.49,1080,3.84,4.5,404.97,2,2015,FCBGA1234,Laptop,911.0,404.8888888888889,1.1855104281009878,Intel,Intel Core M-5Y10c
Intel Core i3-2100 @ 3.10GHz,116.19,1819,15.65,1426,12.27,65.0,27.98,2,2011,LGA1155,Desktop,909.5,27.984615384615385,1.5678944474986256,Intel,Intel Core i3-2100
Intel Xeon X3220 @ 2.40GHz,66.14,1819,27.5,942,14.24,105.0,17.32,4,2009,LGA775,Server,454.75,17.323809523809523,2.0714678394722377,Intel,Intel Xeon X3220
Intel Core i7-610E @ 2.53GHz,77.475,1818,,1400,,35.0,51.93,2,2011,BGA1288,Laptop,909.0,51.94285714285714,1.54015401540154,Intel,Intel Core i7-610E
Intel Core i5-4302Y @ 1.60GHz,77.475,1817,,1084,,11.5,158,2,2014,FCBGA1168,Desktop,908.5,158.0,1.193175564116676,Intel,Intel Core i5-4302Y
AMD A8-6500T APU,59.95,1816,30.29,1048,17.49,45.0,40.35,2,2014,FM2,Desktop,908.0,40.355555555555554,1.1541850220264318,AMD,AMD A8-6500T APU
Intel Xeon E5345 @ 2.33GHz,39.99,1814,45.36,947,23.68,80.0,22.68,4,2008,LGA771,Server,453.5,22.675,2.0882028665931642,Intel,Intel Xeon E5345
Intel Core2 Quad Q8300 @ 2.50GHz,34.3,1814,52.89,1059,30.87,95.0,19.1,4,2009,LGA775,Desktop,453.5,19.094736842105263,2.3351708930540243,Intel,Intel Core 2 Quad Q8300
Intel Core i7-2637M @ 1.70GHz,77.475,1811,,1130,,17.0,106.52,2,2011,BGA1023,Laptop,905.5,106.52941176470588,1.247929320817228,Intel,Intel Core i7-2637M
AMD Athlon X4 620,64.95,1810,27.87,1033,15.9,95.0,19.06,4,2009,unknown,Unknown,452.5,19.05263157894737,2.2828729281767957,AMD,AMD Athlon X4 620
"Qualcomm Technologies, Inc SDM632",395.0,1809,,745,,95.0,,8,2021,unknown,Mobile/Embedded,226.125,19.042105263157893,3.2946379215035932,Other,"Qualcomm Technologies, Inc SDM632"
AMD Athlon II X3 445,15.21,1808,118.84,1282,84.28,95.0,19.03,3,2010,AM3,Desktop,602.6666666666666,19.03157894736842,2.127212389380531,AMD,AMD Athlon II X3 445
Intel Core M-5Y70 @ 1.10GHz,77.475,1807,,1049,,4.5,401.46,2,2014,BGA1234,Laptop,903.5,401.55555555555554,1.1610403984504705,Intel,Intel Core M-5Y70
AMD Phenom 9750 Quad-Core,48.02,1804,37.56,942,19.63,125.0,14.43,4,2008,AM2+,Desktop,451.0,14.432,2.0886917960088693,AMD,AMD Phenom 9750 Quad-Core
AMD A8-7410 APU,169.99,1801,,799,,25.0,72.06,4,2015,unknown,Laptop,450.25,72.04,1.7745696835091616,AMD,AMD A8-7410 APU
AMD A6-7470K,35.22,1799,51.09,1576,44.74,65.0,27.68,1,2016,FM2+,Desktop,1799.0,27.676923076923078,0.8760422456920511,AMD,AMD A6-7470K
AMD Opteron 1381,169.99,1797,,1011,,75.0,23.96,4,2012,AM3,Server,449.25,23.96,2.2504173622704506,AMD,AMD Opteron 1381
Intel Core2 Quad Q8200 @ 2.33GHz,63.99,1797,28.08,1014,15.85,95.0,18.92,4,2008,LGA775,Desktop,449.25,18.91578947368421,2.2570951585976626,Intel,Intel Core 2 Quad Q8200
AMD Phenom II X940 Quad-Core,169.99,1797,,785,,45.0,39.94,4,2014,S1,Laptop,449.25,39.93333333333333,1.7473567056204786,AMD,AMD Phenom II X940 Quad-Core
AMD GX-420MC SOC,169.99,1796,,695,,17.5,102.64,4,2014,FTB3b,Laptop,449.0,102.62857142857143,1.5478841870824054,AMD,AMD GX-420MC SOC
AMD Athlon X4 530,169.99,1786,,690,,25.0,71.42,4,2021,AM1,Desktop,446.5,71.44,1.5453527435610301,AMD,AMD Athlon X4 530
AMD Phenom X4 Quad-Core GP-9730,169.99,1784,,957,,65.0,,4,2016,AM2+ (940-pin),Desktop,446.0,27.446153846153845,2.1457399103139014,AMD,AMD Phenom X4 Quad-Core GP-9730
Snapdragon 835,395.0,1784,,1016,,9.0,198.26,8,2021,unknown,Unknown,223.0,198.22222222222223,4.556053811659193,Other,Snapdragon 835
AMD Athlon X3 455,61.63,1783,,1227,,95.0,18.77,3,2012,AM2+/AM3,Unknown,594.3333333333334,18.768421052631577,2.0644980370162647,AMD,AMD Athlon X3 455
Intel Core i7-740QM @ 1.73GHz,99.95,1782,17.83,1009,10.09,45.0,39.59,4,2010,PGA988A,Laptop,445.5,39.6,2.2648709315375983,Intel,Intel Core i7-740QM
AMD Athlon X3 435,95.49,1781,18.65,1192,12.48,95.0,18.75,3,2009,unknown,Unknown,593.6666666666666,18.74736842105263,2.0078607523863,AMD,AMD Athlon X3 435
"Qualcomm Technologies, Inc SDM630",395.0,1780,,612,,95.0,,8,2021,unknown,Mobile/Embedded,222.5,18.736842105263158,2.750561797752809,Other,"Qualcomm Technologies, Inc SDM630"
Intel Core2 Quad Q6600 @ 2.40GHz,95.6,1778,18.6,958,10.02,105.0,16.93,4,2008,LGA775,Desktop,444.5,16.933333333333334,2.155230596175478,Intel,Intel Core 2 Quad Q6600
AMD A8-6410 APU,169.99,1777,,787,,15.0,118.45,4,2014,BGA769 (FT3b),Laptop,444.25,118.46666666666667,1.7715250422059652,AMD,AMD A8-6410 APU
