cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean,singleScore,multiScore,baseClock,turboClock,boost_headroom,smt_efficiency,single_efficiency,scaling_efficiency,gaming_score,productivity_score,combined_score,r23_per_dollar,gaming_value,productivity_value
Intel Core i7-2715QE @ 2.10GHz,169.99,3221,,1287,,45.0,71.59,4,2011,BGA1023,Laptop,805.25,71.57777777777778,1.5982614095001553,Intel,Intel Core i7-2715QE,,,,,,,,,1287.0,3221.0,3221.0,,7.571033590211188,18.948173421965997
MediaTek MT6853T,395.0,3217,,1488,,95.0,,8,2021,unknown,Mobile/Embedded,402.125,33.863157894736844,3.7003419334783962,Other,MediaTek MT6853T,,,,,,,,,1488.0,3217.0,3217.0,,3.767088607594937,8.144303797468355
Intel Core i5-5287U @ 2.90GHz,77.475,3216,,2029,,28.0,114.87,2,2015,FCBGA1168,Laptop,1608.0,114.85714285714286,1.26181592039801,Intel,Intel Core i5-5287U,,,,,,,,,2029.0,3216.0,3216.0,,26.189093255889,41.51016456921588
AMD A8-7600 APU,149.95,3215,21.44,1452,9.69,65.0,49.47,2,2014,FM2+,Desktop,1607.5,49.46153846153846,0.9032659409020217,AMD,AMD A8-7600 APU,,,,,,,,,1452.0,3215.0,3215.0,,9.683227742580861,21.44048016005335
Intel Core i5-4330M @ 2.80GHz,274.99,3208,11.66,1855,6.75,37.0,86.69,2,2013,unknown,Laptop,1604.0,86.70270270270271,1.1564837905236909,Intel,Intel Core i5-4330M,,,,,,,,,1855.0,3208.0,3208.0,,6.745699843630677,11.665878759227608
Intel Core i5-6260U @ 1.80GHz,499.0,3207,6.43,1665,3.34,15.0,213.83,2,2015,FCBGA1356,Laptop,1603.5,213.8,1.0383536014967258,Intel,Intel Core i5-6260U,,,,,,,,,1665.0,3207.0,3207.0,,3.3366733466933867,6.426853707414829
AMD PRO A8-8650B,169.99,3203,,1485,,65.0,49.28,4,2015,FM2+,Desktop,800.75,49.276923076923076,1.8545113955666563,AMD,AMD PRO A8-8650B,,,,,,,,,1485.0,3203.0,3203.0,,8.735807988705217,18.842284840284723
"Qualcomm Technologies, Inc LAGOON",395.0,3202,,1658,,95.0,,8,2021,unknown,Mobile/Embedded,400.25,33.705263157894734,4.142410993129294,Other,"Qualcomm Technologies, Inc LAGOON",,,,,,,,,1658.0,3202.0,3202.0,,4.19746835443038,8.106329113924051
AMD Phenom II X6 1055T,46.36,3195,68.91,1314,28.35,125.0,25.56,6,2010,AM3,Desktop,532.5,25.56,2.4676056338028167,AMD,AMD Phenom II X6 1055T,,,,,,,,,1314.0,3195.0,3195.0,,28.34339948231234,68.91716997411562
"Qualcomm Technologies, Inc ATOLL-AB",395.0,3195,,1587,,95.0,,8,2021,unknown,Mobile/Embedded,399.375,33.63157894736842,3.9737089201877933,Other,"Qualcomm Technologies, Inc ATOLL-AB",,,,,,,,,1587.0,3195.0,3195.0,,4.017721518987342,8.08860759493671
Intel Xeon X3470 @ 2.93GHz,97.19,3194,32.86,1411,14.52,95.0,33.62,4,2010,LGA1156,Server,798.5,33.62105263157895,1.7670632435817157,Intel,Intel Xeon X3470,,,,,,,,,1411.0,3194.0,3194.0,,14.517954522070172,32.86346331927153
Intel Xeon W3550 @ 3.07GHz,49.95,3193,63.92,1415,28.33,130.0,24.56,4,2009,LGA1366,Server,798.25,24.56153846153846,1.7726276229251487,Intel,Intel Xeon W3550,,,,,,,,,1415.0,3193.0,3193.0,,28.328328328328325,63.92392392392392
06/9c,169.99,3191,,1439,,65.0,,4,2022,unknown,Mobile/Embedded,797.75,49.09230769230769,1.8038232528987779,Other,06/9c,,,,,,,,,1439.0,3191.0,3191.0,,8.465203835519736,18.771692452497206
AMD A10 PRO-7800B APU,77.475,3184,,1502,,65.0,48.98,2,2014,FM2+,Desktop,1592.0,48.98461538461538,0.9434673366834171,AMD,AMD A10 PRO-7800B APU,,,,,,,,,1502.0,3184.0,3184.0,,19.386898999677317,41.097128105840596
AMD PRO A12-9800E,169.0,3182,18.83,1551,9.18,35.0,90.92,4,2017,AM4,Desktop,795.5,90.91428571428571,1.9497171590194846,AMD,AMD PRO A12-9800E,,,,,,,,,1551.0,3182.0,3182.0,,9.177514792899409,18.828402366863905
Intel Core i7-5557U @ 3.10GHz,605.99,3181,5.25,1947,3.21,28.0,113.62,2,2015,FCBGA1168,Laptop,1590.5,113.60714285714286,1.224143351147438,Intel,Intel Core i7-5557U,,,,,,,,,1947.0,3181.0,3181.0,,3.2129243056816117,5.24926153896929
Intel Core i7-4600M @ 2.90GHz,77.475,3180,,1857,,37.0,85.94,2,2013,PGA946,Laptop,1590.0,85.94594594594595,1.1679245283018869,Intel,Intel Core i7-4600M,,,,,,,,,1857.0,3180.0,3180.0,,23.969022265246856,41.04549854791868
ARM Neoverse-N1 4 Core 0 MHz,169.99,3176,,1299,,65.0,,4,2021,unknown,Unknown,794.0,48.86153846153846,1.6360201511335013,Other,ARM Neoverse-N1 4 Core 0 MHz,,,,,,,,,1299.0,3176.0,3176.0,,7.6416259779987055,18.68345196776281
AMD A12-9730P,169.99,3172,,1487,,35.0,90.62,4,2017,FP4,Laptop,793.0,90.62857142857143,1.87515762925599,AMD,AMD A12-9730P,,,,,,,,,1487.0,3172.0,3172.0,,8.747573386669803,18.659921171833638
Intel Core i5-6198DU @ 2.30GHz,77.475,3170,,1659,,15.0,211.32,2,2016,BGA1356,Laptop,1585.0,211.33333333333334,1.0466876971608834,Intel,Intel Core i5-6198DU,,,,,,,,,1659.0,3170.0,3170.0,,21.413359148112296,40.916424653113914
Intel Celeron N5100 @ 1.10GHz,169.99,3165,,1380,,6.0,527.54,4,2021,FCBGA1338,Laptop,791.25,527.5,1.7440758293838863,Intel,Intel Celeron N5100,,,,,,,,,1380.0,3165.0,3165.0,,8.118124595564444,18.618742278957583
Intel Core i3-4360T @ 3.20GHz,77.475,3164,,1852,,35.0,90.4,2,2014,LGA1150,Desktop,1582.0,90.4,1.170670037926675,Intel,Intel Core i3-4360T,,,,,,,,,1852.0,3164.0,3164.0,,23.90448531784447,40.838980316231044
Intel Core i3-4170T @ 3.20GHz,199.95,3162,15.82,1813,9.07,35.0,90.36,2,2015,LGA1150,Desktop,1581.0,90.34285714285714,1.14674256799494,Intel,Intel Core i3-4170T,,,,,,,,,1813.0,3162.0,3162.0,,9.067266816704176,15.813953488372094
MediaTek MT6785V/CD,395.0,3162,,1294,,95.0,,8,2021,unknown,Mobile/Embedded,395.25,33.28421052631579,3.273877292852625,Other,MediaTek MT6785V/CD,,,,,,,,,1294.0,3162.0,3162.0,,3.2759493670886077,8.00506329113924
Intel Core i5-2400S @ 2.50GHz,144.19,3160,21.92,1480,10.26,65.0,48.62,4,2011,LGA1155,Desktop,790.0,48.61538461538461,1.8734177215189873,Intel,Intel Core i5-2400S,,,,,,,,,1480.0,3160.0,3160.0,,10.264234690339135,21.915528122615992
AMD A10-6800K APU,67.44,3158,46.83,1605,23.81,100.0,31.58,2,2013,FM2,Desktop,1579.0,31.58,1.0164661177960734,AMD,AMD A10-6800K APU,,,,,,,,,1605.0,3158.0,3158.0,,23.798932384341636,46.82680901542112
Intel Atom C3858 @ 2.00GHz,332.0,3154,9.5,501,1.51,25.0,126.17,12,2018,FCBGA1310,Server,262.8333333333333,126.16,1.9061509194673432,Intel,Intel Atom C3858,,,,,,,,,501.0,3154.0,3154.0,,1.5090361445783131,9.5
Intel Core i7-950 @ 3.07GHz,264.88,3154,11.91,1394,5.26,130.0,24.26,4,2009,LGA1366,Desktop,788.5,24.26153846153846,1.7679137603043753,Intel,Intel Core i7-950,,,,,,,,,1394.0,3154.0,3154.0,,5.262760495318635,11.907278767743884
AMD A10-7700K APU,39.3,3153,80.23,1423,36.21,95.0,33.19,2,2014,FM2+,Desktop,1576.5,33.189473684210526,0.9026324135743736,AMD,AMD A10-7700K APU,,,,,,,,,1423.0,3153.0,3153.0,,36.208651399491096,80.2290076335878
"Qualcomm Technologies, Inc SDM730G AIE",395.0,3148,,1481,,95.0,,8,2021,unknown,Mobile/Embedded,393.5,33.136842105263156,3.763659466327827,Other,"Qualcomm Technologies, Inc SDM730G AIE",,,,,,,,,1481.0,3148.0,3148.0,,3.749367088607595,7.969620253164557
AMD A10-7800 APU,56.45,3142,55.66,1450,25.69,65.0,48.34,2,2014,FM2+,Desktop,1571.0,48.33846153846154,0.9229789942711648,AMD,AMD A10-7800 APU,,,,,,,,,1450.0,3142.0,3142.0,,25.686448184233836,55.65987599645704
AMD Opteron X3418 APU,169.99,3137,,1450,,25.0,125.46,4,2019,unknown,Server,784.25,125.48,1.8489002231431304,AMD,AMD Opteron X3418 APU,,,,,,,,,1450.0,3137.0,3137.0,,8.529913524324959,18.45402670745338
Intel Core i5-4570T @ 2.90GHz,464.64,3136,6.75,1874,4.03,35.0,89.59,2,2013,LGA1150,Desktop,1568.0,89.6,1.1951530612244898,Intel,Intel Core i5-4570T,,,,,,,,,1874.0,3136.0,3136.0,,4.03323002754821,6.749311294765841
AMD FX-4200 Quad-Core,59.95,3134,52.27,1285,21.44,125.0,25.07,4,2013,AM3+,Desktop,783.5,25.072,1.6400765794511807,AMD,AMD FX-4200 Quad-Core,,,,,,,,,1285.0,3134.0,3134.0,,21.434528773978315,52.27689741451209
Intel Core i3-4160T @ 3.10GHz,59.99,3133,52.23,1771,29.53,35.0,89.53,2,2014,LGA1150,Desktop,1566.5,89.51428571428572,1.1305458027449728,Intel,Intel Core i3-4160T,,,,,,,,,1771.0,3133.0,3133.0,,29.52158693115519,52.22537089514919
MT8786V/CA,395.0,3131,,1164,,95.0,,8,2022,unknown,Mobile/Embedded,391.375,32.95789473684211,2.974129671031619,Other,MT8786V/CA,,,,,,,,,1164.0,3131.0,3131.0,,2.946835443037975,7.926582278481012
Intel Pentium G4600T @ 3.00GHz,117.99,3130,26.53,1843,15.62,35.0,89.43,2,2017,FCLGA1151,Desktop,1565.0,89.42857142857143,1.1776357827476038,Intel,Intel Pentium G4600T,,,,,,,,,1843.0,3130.0,3130.0,,15.619967793880837,26.527671836596323
AMD A10-6790K APU,49.2,3124,63.5,1569,31.9,100.0,31.24,2,2013,FM2,Desktop,1562.0,31.24,1.0044814340588988,AMD,AMD A10-6790K APU,,,,,,,,,1569.0,3124.0,3124.0,,31.89024390243902,63.49593495934959
Intel Core i3-10100Y @ 1.30GHz,77.475,3120,,1790,,5.0,624.03,2,2021,BGA 1528,Mobile/Embedded,1560.0,624.0,1.1474358974358974,Intel,Intel Core i3-10100Y,,,,,,,,,1790.0,3120.0,3120.0,,23.10422717005486,40.271055179090034
Intel Pentium Gold G5400T @ 3.10GHz,109.95,3119,28.37,1807,16.44,35.0,89.12,2,2018,FCLGA1151-2,Server,1559.5,89.11428571428571,1.1587047130490542,Intel,Intel Pentium Gold G5400T,,,,,,,,,1807.0,3119.0,3119.0,,16.434743065029558,28.36743974533879
Intel Core i7-875K @ 2.93GHz,368.88,3119,8.45,1374,3.72,95.0,32.83,4,2010,LGA1156,Desktop,779.75,32.83157894736842,1.7621032382173774,Intel,Intel Core i7-875K,,,,,,,,,1374.0,3119.0,3119.0,,3.7247885491216657,8.455324224680114
Intel Core i5-4310M @ 2.70GHz,77.475,3119,,1812,,37.0,84.29,2,2014,unknown,Laptop,1559.5,84.29729729729729,1.161910868868227,Intel,Intel Core i5-4310M,,,,,,,,,1812.0,3119.0,3119.0,,23.388189738625364,40.25814778960955
Intel Core i5-4200H @ 2.80GHz,77.475,3113,,1807,,47.0,66.24,2,2014,BGA1364,Desktop,1556.5,66.23404255319149,1.1609380019274012,Intel,Intel Core i5-4200H,,,,,,,,,1807.0,3113.0,3113.0,,23.323652791222976,40.18070345272669
AMD FX-4170 Quad-Core,43.79,3109,71.0,1457,33.26,125.0,24.87,2,2012,AM3+,Desktop,1554.5,24.872,0.9372788678031522,AMD,AMD FX-4170 Quad-Core,,,,,,,,,1457.0,3109.0,3109.0,,33.272436629367434,70.99794473624115
AMD PRO A10-8770E,169.99,3106,,1445,,35.0,88.75,4,2017,AM4,Desktop,776.5,88.74285714285715,1.8609143593045718,AMD,AMD PRO A10-8770E,,,,,,,,,1445.0,3106.0,3106.0,,8.500500029413494,18.271663039002295
Intel Core i5-4570TE @ 2.70GHz,342.0,3106,9.08,1631,4.77,35.0,88.73,2,2014,LGA1150,Desktop,1553.0,88.74285714285715,1.0502253702511268,Intel,Intel Core i5-4570TE,,,,,,,,,1631.0,3106.0,3106.0,,4.769005847953216,9.08187134502924
Snapdragon 7c Gen 2 @ 2.55,395.0,3103,,1507,,7.0,443.27,8,2021,unknown,Unknown,387.875,443.2857142857143,3.885272317112472,Other,Snapdragon 7c Gen 2 @ 2.55,,,,,,,,,1507.0,3103.0,3103.0,,3.8151898734177214,7.855696202531646
Intel Xeon X5560 @ 2.80GHz,71.0,3100,43.66,1380,19.44,95.0,32.63,4,2009,LGA1366,Server,775.0,32.63157894736842,1.7806451612903227,Intel,Intel Xeon X5560,,,,,,,,,1380.0,3100.0,3100.0,,19.43661971830986,43.66197183098591
Intel Core i3-4330T @ 3.00GHz,77.475,3098,,1717,,35.0,88.52,2,2014,LGA1150,Desktop,1549.0,88.51428571428572,1.1084570690768238,Intel,Intel Core i3-4330T,,,,,,,,,1717.0,3098.0,3098.0,,22.161987737979995,39.987092610519525
"Qualcomm Technologies, Inc LITO",395.0,3097,,1559,,95.0,,8,2021,unknown,Mobile/Embedded,387.125,32.6,4.027123022279626,Other,"Qualcomm Technologies, Inc LITO",,,,,,,,,1559.0,3097.0,3097.0,,3.946835443037975,7.840506329113924
AMD FX-870K Quad Core,77.475,3094,,1369,,35.0,,2,2016,unknown,Unknown,1547.0,88.4,0.8849385908209437,AMD,AMD FX-870K Quad Core,,,,,,,,,1369.0,3094.0,3094.0,,17.6702161987738,39.93546305259761
AMD FX-4320,77.475,3092,,1552,,95.0,32.55,2,2016,AM3+,Desktop,1546.0,32.54736842105263,1.0038809831824063,AMD,AMD FX-4320,,,,,,,,,1552.0,3092.0,3092.0,,20.032268473701194,39.90964827363666
"Qualcomm Technologies, Inc SDM720G",395.0,3091,,1609,,95.0,,8,2021,unknown,Mobile/Embedded,386.375,32.536842105263155,4.164348107408606,Other,"Qualcomm Technologies, Inc SDM720G",,,,,,,,,1609.0,3091.0,3091.0,,4.073417721518988,7.8253164556962025
AMD A10-6700 APU,54.77,3090,56.42,1607,29.34,65.0,47.54,4,2013,FM2,Desktop,772.5,47.53846153846154,2.0802588996763753,AMD,AMD A10-6700 APU,,,,,,,,,1607.0,3090.0,3090.0,,29.340880043819606,56.417746941756434
Intel Core i3-6100TE @ 2.70GHz,77.475,3085,,1615,,35.0,88.16,2,2015,LGA 1151,Desktop,1542.5,88.14285714285714,1.047001620745543,Intel,Intel Core i3-6100TE,,,,,,,,,1615.0,3085.0,3085.0,,20.84543401097128,39.81929654727332
AMD PRO A12-8870E,169.99,3083,,1520,,35.0,88.08,4,2016,AM4,Desktop,770.75,88.08571428571429,1.9721050924424262,AMD,AMD PRO A12-8870E,,,,,,,,,1520.0,3083.0,3083.0,,8.941702453085474,18.13636096240955
Intel Core i7-870 @ 2.93GHz,199.88,3074,15.38,1392,6.97,95.0,32.36,4,2009,LGA1156,Desktop,768.5,32.357894736842105,1.8113207547169812,Intel,Intel Core i7-870,,,,,,,,,1392.0,3074.0,3074.0,,6.964178507104263,15.379227536521913
MT6853V/NZA,395.0,3072,,1286,,95.0,,8,2021,unknown,Mobile/Embedded,384.0,32.33684210526316,3.3489583333333335,Other,MT6853V/NZA,,,,,,,,,1286.0,3072.0,3072.0,,3.2556962025316456,7.777215189873417
AMD Athlon Silver 3050U,77.475,3067,,1714,,15.0,204.48,2,2020,FP5,Laptop,1533.5,204.46666666666667,1.1177045973263775,AMD,AMD Athlon Silver 3050U,,,,,,,,,1714.0,3067.0,3067.0,,22.123265569538564,39.58696353662472
Intel Core i7-940 @ 2.93GHz,49.0,3066,62.56,1345,27.45,130.0,23.58,4,2008,LGA1366,Desktop,766.5,23.584615384615386,1.7547292889758643,Intel,Intel Core i7-940,,,,,,,,,1345.0,3066.0,3066.0,,27.448979591836736,62.57142857142857
vendor Kirin710,395.0,3066,,1050,,95.0,,8,2022,unknown,Mobile/Embedded,383.25,32.27368421052632,2.73972602739726,Other,vendor Kirin710,,,,,,,,,1050.0,3066.0,3066.0,,2.6582278481012658,7.762025316455696
ZHAOXIN KaiXian KX-U6580@2.5GHz,395.0,3066,,745,,95.0,,8,2021,unknown,Unknown,383.25,32.27368421052632,1.943900848010437,Other,ZHAOXIN KaiXian KX-U6580,,,,,,,,,745.0,3066.0,3066.0,,1.8860759493670887,7.762025316455696
Intel Core i5-4308U @ 2.80GHz,77.475,3064,,1884,,28.0,109.43,2,2014,FCBGA1364,Laptop,1532.0,109.42857142857143,1.2297650130548303,Intel,Intel Core i5-4308U,,,,,,,,,1884.0,3064.0,3064.0,,24.31752178121975,39.54824136818329
AMD Opteron 2435,10.95,3061,279.52,593,54.18,75.0,40.81,6,2013,F (1207),Server,510.1666666666667,40.81333333333333,1.1623652401176086,AMD,AMD Opteron 2435,,,,,,,,,593.0,3061.0,3061.0,,54.15525114155251,279.5433789954338
Intel Core i5-24050S @ 2.50GHz,169.99,3061,,1397,,65.0,47.09,4,2013,"LGA1155, FCLGA11",Desktop,765.25,47.09230769230769,1.825547206795165,Intel,Intel Core i5-24050S,,,,,,,,,1397.0,3061.0,3061.0,,8.218130478263427,18.006941584799105
Intel Xeon W3530 @ 2.80GHz,346.19,3045,8.8,1336,3.86,130.0,23.43,4,2010,LGA1366,Server,761.25,23.423076923076923,1.755008210180624,Intel,Intel Xeon W3530,,,,,,,,,1336.0,3045.0,3045.0,,3.859152488517866,8.79574799965337
Intel Core i5-5257U @ 2.70GHz,77.475,3044,,1881,,23.0,132.36,2,2015,FCBGA1168,Laptop,1522.0,132.34782608695653,1.2358738501971092,Intel,Intel Core i5-5257U,,,,,,,,,1881.0,3044.0,3044.0,,24.278799612778318,39.29009357857374
MediaTek MT6785V/CC,395.0,3043,,1254,,95.0,,8,2021,unknown,Mobile/Embedded,380.375,32.03157894736842,3.2967466316135394,Other,MediaTek MT6785V/CC,,,,,,,,,1254.0,3043.0,3043.0,,3.1746835443037975,7.703797468354431
Intel Core i3-6100H @ 2.70GHz,77.475,3041,,1543,,35.0,86.88,2,2015,LGA 1151,Laptop,1520.5,86.88571428571429,1.014797763893456,Intel,Intel Core i3-6100H,,,,,,,,,1543.0,3041.0,3041.0,,19.916101968376896,39.2513714101323
Intel Pentium Silver J5005 @ 1.50GHz,521.99,3040,5.82,1206,2.31,10.0,304,4,2017,FCBGA1090,Desktop,760.0,304.0,1.5868421052631578,Intel,Intel Pentium Silver J5005,,,,,,,,,1206.0,3040.0,3040.0,,2.3103890879135616,5.823866357593057
AMD Phenom II X6 1045T,45.0,3034,67.43,1287,28.59,95.0,31.94,6,2010,AM3,Desktop,505.6666666666667,31.936842105263157,2.5451549110085696,AMD,AMD Phenom II X6 1045T,,,,,,,,,1287.0,3034.0,3034.0,,28.6,67.42222222222222
Intel Core i5-6200U @ 2.30GHz,77.475,3030,,1589,,15.0,202.01,2,2015,FCBGA1356,Laptop,1515.0,202.0,1.0488448844884488,Intel,Intel Core i5-6200U,,,,,,,,,1589.0,3030.0,3030.0,,20.509841884478867,39.10939012584705
Intel Core i7-4578U @ 3.00GHz,77.475,3026,,1916,,28.0,108.08,2,2014,FCBGA1168,Laptop,1513.0,108.07142857142857,1.2663582286847324,Intel,Intel Core i7-4578U,,,,,,,,,1916.0,3026.0,3026.0,,24.73055824459503,39.05776056792514
Intel Core i5-4300M @ 2.60GHz,77.475,3025,,1761,,37.0,81.75,2,2013,PGA946,Laptop,1512.5,81.75675675675676,1.164297520661157,Intel,Intel Core i5-4300M,,,,,,,,,1761.0,3025.0,3025.0,,22.72991287512101,39.04485317844466
Intel Pentium GOLD 6500Y @ 1.10GHz,77.475,3024,,1832,,5.0,604.72,2,2021,unknown,Mobile/Embedded,1512.0,604.8,1.2116402116402116,Intel,Intel Pentium GOLD 6500Y,,,,,,,,,1832.0,3024.0,3024.0,,23.646337528234916,39.03194578896419
"Qualcomm Technologies, Inc SM7125",395.0,3015,,1558,,95.0,,8,2021,unknown,Mobile/Embedded,376.875,31.736842105263158,4.133996683250414,Other,"Qualcomm Technologies, Inc SM7125",,,,,,,,,1558.0,3015.0,3015.0,,3.9443037974683546,7.632911392405063
AMD A8-7650K,39.62,3013,76.05,1372,34.62,65.0,46.36,2,2015,FM2+,Desktop,1506.5,46.353846153846156,0.9107202124128775,AMD,AMD A8-7650K,,,,,,,,,1372.0,3013.0,3013.0,,34.62897526501767,76.04745078243312
Intel Core i7-5650U @ 2.20GHz,77.475,3007,,1925,,15.0,200.49,2,2015,FCBGA1168,Laptop,1503.5,200.46666666666667,1.2803458596607915,Intel,Intel Core i7-5650U,,,,,,,,,1925.0,3007.0,3007.0,,24.846724749919332,38.812520167796066
Intel Core i5-3380M @ 2.90GHz,77.475,3006,,1862,,35.0,85.89,2,2013,"FCPGA988, FCBGA1",Laptop,1503.0,85.88571428571429,1.2388556220891551,Intel,Intel Core i5-3380M,,,,,,,,,1862.0,3006.0,3006.0,,24.033559212649244,38.79961277831559
SMDK4x12,395.0,3006,,1271,,95.0,,8,2021,unknown,Mobile/Embedded,375.75,31.642105263157895,3.3825681969394545,Other,SMDK4x12,,,,,,,,,1271.0,3006.0,3006.0,,3.2177215189873416,7.610126582278481
Intel Core i7-4610M @ 3.00GHz,77.475,3002,,1740,,37.0,81.13,2,2014,"FPGA946,FPGA947",Laptop,1501.0,81.13513513513513,1.1592271818787474,Intel,Intel Core i7-4610M,,,,,,,,,1740.0,3002.0,3002.0,,22.45885769603098,38.74798322039368
Intel Celeron J4125 @ 2.00GHz,169.99,2994,,1170,,10.0,299.45,4,2020,FCBGA1090,Desktop,748.5,299.4,1.56312625250501,Intel,Intel Celeron J4125,,,,,,,,,1170.0,2994.0,2994.0,,6.882757809282898,17.612800752985468
Intel Core m3-8100Y @ 1.10GHz,281.0,2991,10.64,1783,6.35,5.0,598.18,2,2018,FCBGA1515,Laptop,1495.5,598.2,1.1922433968572383,Intel,Intel Core m3-8100Y,,,,,,,,,1783.0,2991.0,2991.0,,6.345195729537367,10.644128113879004
"Qualcomm Technologies, Inc SDM765G 5G",395.0,2990,,1604,,95.0,,8,2021,unknown,Mobile/Embedded,373.75,31.473684210526315,4.291638795986622,Other,"Qualcomm Technologies, Inc SDM765G 5G",,,,,,,,,1604.0,2990.0,2990.0,,4.060759493670886,7.569620253164557
AMD PRO A8-8670E,169.99,2989,,1382,,35.0,85.41,4,2017,AM4,Desktop,747.25,85.4,1.8494479759116762,AMD,AMD PRO A8-8670E,,,,,,,,,1382.0,2989.0,2989.0,,8.12988999352903,17.583387258074005
Intel Xeon X5550 @ 2.67GHz,49.0,2988,60.98,1317,26.89,95.0,31.45,4,2009,LGA1366,Server,747.0,31.45263157894737,1.7630522088353413,Intel,Intel Xeon X5550,,,,,,,,,1317.0,2988.0,2988.0,,26.877551020408163,60.97959183673469
Hisilicon Kirin810,395.0,2986,,1522,,95.0,,8,2021,unknown,Mobile/Embedded,373.25,31.431578947368422,4.077695914266577,Other,Hisilicon Kirin810,,,,,,,,,1522.0,2986.0,2986.0,,3.8531645569620254,7.559493670886076
Intel Core i3-7130U @ 2.70GHz,459.99,2983,6.49,1578,3.43,15.0,198.87,2,2017,FCBGA1356,Laptop,1491.5,198.86666666666667,1.057995306738183,Intel,Intel Core i3-7130U,,,,,,,,,1578.0,2983.0,2983.0,,3.4305093588991062,6.484923585295332
"Qualcomm Technologies, Inc SM7150",395.0,2983,,1410,,95.0,,8,2021,unknown,Mobile/Embedded,372.875,31.4,3.7814280925243042,Other,"Qualcomm Technologies, Inc SM7150",,,,,,,,,1410.0,2983.0,2983.0,,3.569620253164557,7.5518987341772155
Intel Core i7-5600U @ 2.60GHz,77.475,2982,,1758,,15.0,198.77,2,2015,FCBGA1168,Laptop,1491.0,198.8,1.1790744466800804,Intel,Intel Core i7-5600U,,,,,,,,,1758.0,2982.0,2982.0,,22.691190706679574,38.489835430784126
Intel Core i5-2405S @ 2.50GHz,131.39,2980,22.68,1485,11.3,65.0,45.85,4,2011,LGA1155,Desktop,745.0,45.84615384615385,1.9932885906040267,Intel,Intel Core i5-2405S,,,,,,,,,1485.0,2980.0,2980.0,,11.30223000228328,22.68056929751123
"Qualcomm Technologies, Inc SDMMAGPIEP",395.0,2980,,1505,,95.0,,8,2021,unknown,Mobile/Embedded,372.5,31.36842105263158,4.040268456375839,Other,"Qualcomm Technologies, Inc SDMMAGPIEP",,,,,,,,,1505.0,2980.0,2980.0,,3.810126582278481,7.544303797468355
Intel Pentium Silver N6000 @ 1.10GHz,169.99,2979,,1280,,6.0,496.55,4,2021,FCBGA1338,Mobile/Embedded,744.75,496.5,1.7186975495132595,Intel,Intel Pentium Silver N6000,,,,,,,,,1280.0,2979.0,2979.0,,7.529854697335137,17.524560268251072
Intel Xeon E5-2637 @ 3.00GHz,79.0,2978,37.69,1526,19.32,80.0,37.22,2,2018,FCLGA2011,Server,1489.0,37.225,1.0248488918737408,Intel,Intel Xeon E5-2637,,,,,,,,,1526.0,2978.0,2978.0,,19.31645569620253,37.69620253164557
AMD A8-6600K APU,38.99,2977,76.36,1527,39.17,100.0,29.77,2,2013,FM2,Desktop,1488.5,29.77,1.0258649647295937,AMD,AMD A8-6600K APU,,,,,,,,,1527.0,2977.0,2977.0,,39.1638881764555,76.35291100282123
Intel Core i5-3470T @ 2.90GHz,269.95,2958,10.96,1791,6.64,35.0,84.53,2,2012,LGA1155,Desktop,1479.0,84.51428571428572,1.2109533468559839,Intel,Intel Core i5-3470T,,,,,,,,,1791.0,2958.0,2958.0,,6.634561955917762,10.957584737914429
Intel Core i7-4558U @ 2.80GHz,77.475,2956,,1824,,28.0,105.58,2,2013,BGA1168,Laptop,1478.0,105.57142857142857,1.2341001353179972,Intel,Intel Core i7-4558U,,,,,,,,,1824.0,2956.0,2956.0,,23.543078412391097,38.15424330429171
Intel Core i7-4560U @ 1.60GHz,77.475,2950,,1782,,35.0,,2,2016,unknown,Laptop,1475.0,84.28571428571429,1.208135593220339,Intel,Intel Core i7-4560U,,,,,,,,,1782.0,2950.0,2950.0,,23.000968054211036,38.07679896740884
AMD Phenom II X6 1035T,108.0,2947,27.28,1231,11.4,95.0,31.02,6,2010,AM3,Desktop,491.1666666666667,31.021052631578947,2.506277570410587,AMD,AMD Phenom II X6 1035T,,,,,,,,,1231.0,2947.0,2947.0,,11.398148148148149,27.287037037037038
AMD A10-9700E,92.99,2947,31.7,1413,15.2,35.0,84.21,4,2017,AM4,Desktop,736.75,84.2,1.9178825924669156,AMD,AMD A10-9700E,,,,,,,,,1413.0,2947.0,2947.0,,15.195182277664266,31.691579739756964
Intel Xeon L5630 @ 2.13GHz,118.0,2943,24.94,1043,8.84,40.0,73.57,4,2010,LGA1366,Server,735.75,73.575,1.417601087325858,Intel,Intel Xeon L5630,,,,,,,,,1043.0,2943.0,2943.0,,8.838983050847459,24.940677966101696
Intel Core i5-2500T @ 2.30GHz,89.99,2942,32.69,1489,16.54,45.0,65.37,4,2011,LGA1155,Desktop,735.5,65.37777777777778,2.0244731475186946,Intel,Intel Core i5-2500T,,,,,,,,,1489.0,2942.0,2942.0,,16.546282920324483,32.6925213912657
AMD Athlon X4 760K Quad Core,13.55,2941,217.03,1521,112.28,100.0,29.41,2,2013,FM2,Desktop,1470.5,29.41,1.0343420605236313,AMD,AMD Athlon X4 760K Quad Core,,,,,,,,,1521.0,2941.0,2941.0,,112.25092250922509,217.0479704797048
